"plant_id","name","us_state","pattern","type","color_flower","color_foliage","texture_foliage","color_fruit","shape"
"23552","PHLA3","Phyla lanceolata","USA (AL, AR, AZ, CA, CO, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MD, MI, MN, MO, MS, NC, NE, NJ, NM, NV, NY, OH, OK, PA, SC, SD, TN, TX, UT, VA, WI, WV), CAN (ON)","Dicot","Forb/herb","","","","",""
"23553","PHNO2","Phyla nodiflora","USA (AL, AR, AZ, CA, CO, FL, GA, HI, KS, KY, LA, MD, MO, MS, NC, NJ, NM, NV, OK, OR, PA, SC, TX, UM, UT, VA), USA+ (PR, VI)","Dicot","Forb/herb","White","Green","Medium","","Prostrate"
"23554","PHST8","Phyla stoechadifolia","USA (FL), USA+ (PR)","Dicot","Forb/herb","","","","",""
"23555","PHYLL10","Phyllanthopsis","USA (AL, AR, MO, OK, TX)","Dicot","","","","","",""
"23556","PHAR6","Phyllanthopsis arida","USA (TX)","Dicot","Shrub","","","","",""
"23557","PHPH9","Phyllanthopsis phyllanthoides","USA (AL, AR, MO, OK, TX)","Dicot","Shrub","","","","",""
"23558","PHYLL","Phyllanthus","USA (, AL, AR, AZ, DC, DE, FL, GA, HI, IL, IN, KS, KY, LA, MD, MO, MS, NC, NM, OH, OK, PA, SC, TN, TX, UM, VA, WV), USA+ (PR, VI)","Dicot","","","","","",""
"23559","PHAB","Phyllanthus abnormis","USA (FL, NM, OK, TX)","Dicot","Forb/herb","","","","",""
"23560","PHABA","Phyllanthus abnormis var. abnormis","USA (FL, NM, OK, TX)","Dicot","Forb/herb","","","","",""
"23561","PHABR","Phyllanthus abnormis var. riograndensis","USA (TX)","Dicot","Forb/herb","","","","",""
"23562","PHAC3","Phyllanthus acidus","USA (FL), USA+ (PR, VI)","Dicot","Tree, Shrub","","","","",""
"23563","PHAM5","Phyllanthus amarus","USA (, FL, UM), USA+ (PR, VI)","Dicot","Forb/herb","","","","",""
"23564","PHAN9","Phyllanthus angustifolius","USA (FL)","Dicot","Shrub","","","","",""
"23565","PHCA9","Phyllanthus caroliniensis","USA (AL, AR, DC, DE, FL, GA, IL, IN, KS, KY, LA, MD, MO, MS, NC, OH, OK, PA, SC, TN, TX, VA, WV)","Dicot","Forb/herb","","","","",""
"23566","PHCAC","Phyllanthus caroliniensis ssp. caroliniensis","USA (AL, AR, DC, DE, FL, GA, IL, IN, KS, LA, MD, MO, MS, NC, OH, OK, PA, SC, TN, TX, VA, WV)","Dicot","Forb/herb","","","","",""
"23567","PHCAS","Phyllanthus caroliniensis ssp. saxicola","USA (FL)","Dicot","Forb/herb","","","","",""
"23568","PHDE4","Phyllanthus debilis","USA (HI), USA+ (PR)","Dicot","Forb/herb","","","","",""
"23569","PHDI8","Phyllanthus distichus","USA (HI)","Dicot","Tree, Subshrub, Shrub","","","","",""
"23570","PHER2","Phyllanthus ericoides","USA (TX)","Dicot","Subshrub","","","","",""
"23571","PHFL10","Phyllanthus fluitans","USA (FL)","Dicot","Forb/herb","","","","",""
"23572","PHFR5","Phyllanthus fraternus","USA (FL, LA, MS, SC, TX), USA+ (PR)","Dicot","Forb/herb","","","","",""
"23573","PHLI13","Phyllanthus liebmannianus","USA (FL)","Dicot","Forb/herb, Subshrub","","","","",""
"23574","PHLIP2","Phyllanthus liebmannianus ssp. platylepis","USA (FL)","Dicot","Forb/herb, Subshrub","","","","",""
"23575","PHNI2","Phyllanthus niruri","USA (, TX), USA+ (PR, VI)","Dicot","Forb/herb","","","","",""
"23576","PHNIL","Phyllanthus niruri ssp. lathyroides","USA (TX)","Dicot","Forb/herb","","","","",""
"23577","PHPE7","Phyllanthus pentaphyllus","USA (FL), USA+ (PR, VI)","Dicot","Forb/herb","","","","",""
"23578","PHPEP2","Phyllanthus pentaphyllus ssp. pentaphyllus","USA (FL)","Dicot","Forb/herb","","","","",""
"23579","PHPEF2","Phyllanthus pentaphyllus ssp. pentaphyllus var. floridanus","USA (FL)","Dicot","Forb/herb","","","","",""
"23580","PHPO3","Phyllanthus polygonoides","USA (AR, AZ, LA, MO, NM, OK, TX)","Dicot","Subshrub, Forb/herb","","","","",""
"23581","PHPU6","Phyllanthus pudens","USA (AR, LA, TX)","Dicot","Forb/herb","","","","",""
"23582","PHTE5","Phyllanthus tenellus","USA (AL, FL, GA, HI, LA, MS, NC, OH, SC, TN, TX), USA+ (PR)","Dicot","Forb/herb","","","","",""
"23583","PHUR","Phyllanthus urinaria","USA (AL, AR, FL, GA, IL, LA, MS, NC, SC, TN, TX, VA), USA+ (PR)","Dicot","Forb/herb","","","","",""
"23584","PHYLL3","Phyllodoce","USA (AK, AZ, CA, ID, ME, MT, NH, NV, OR, VT, WA, WY), CAN (AB, BC, LB, MB, NF, NS, NT, NU, ON, QC, YT), DEN (GL)","Dicot","","","","","",""
"23585","PHAL4","Phyllodoce aleutica","USA (AK)","Dicot","Subshrub, Shrub","","","","",""
"23586","PHBR4","Phyllodoce breweri","USA (CA, NV)","Dicot","Subshrub, Shrub","Purple","Green","Fine","Green","Decumbent"
"23587","PHCA10","Phyllodoce caerulea","USA (AK, ME, NH, VT), CAN (LB, MB, NF, NS, NT, NU, ON, QC), DEN (GL)","Dicot","Subshrub, Shrub","","","","",""
"23588","PHEM","Phyllodoce empetriformis","USA (AK, AZ, CA, ID, MT, OR, WA, WY), CAN (AB, BC, NT, YT)","Dicot","Subshrub, Shrub","","","","",""
"23589","PHGL6","Phyllodoce glanduliflora","USA (AK, ID, MT, OR, WA, WY), CAN (AB, BC, NT, YT)","Dicot","Subshrub, Shrub","","","","",""
"23590","PHIN7","Phyllodoce ×intermedia","USA (ID, MT, OR, WA, WY), CAN (AB, BC, NT, YT)","Dicot","Subshrub, Shrub","","","","",""
"23591","PHYLL4","Phyllospadix","USA (AK, CA, OR, WA), CAN (BC)","Monocot","","","","","",""
"23592","PHSC2","Phyllospadix scouleri","USA (AK, CA, OR, WA), CAN (BC)","Monocot","Forb/herb","","","","",""
"23593","PHSE11","Phyllospadix serrulatus","USA (AK, OR, WA), CAN (BC)","Monocot","Forb/herb","","","","",""
"23594","PHTO","Phyllospadix torreyi","USA (CA, OR, WA), CAN (BC)","Monocot","Forb/herb","","","","",""
"23595","PHYLL6","Phyllostachys","USA (AL, AR, CA, FL, GA, HI, KY, LA, MA, MD, MS, NC, NJ, NY, OR, SC, TN, TX, VA, WV)","Monocot","","","","","",""
"23596","PHAU8","Phyllostachys aurea","USA (AL, AR, CA, FL, GA, KY, LA, MD, MS, NC, OR, SC, TN, TX, VA)","Monocot","Vine, Shrub, Graminoid","","Green","Coarse","","Erect"
"23597","PHAU80","Phyllostachys aureosulcata","USA (AL, GA, NY, SC, TN, VA, WV)","Monocot","Shrub, Graminoid","","","","",""
"23598","PHBA80","Phyllostachys bambusoides","USA (AL, CA, LA, MD, NC, SC, TN)","Monocot","Shrub, Graminoid","","","","",""
"23599","PHDU3","Phyllostachys dulcis","USA (MA)","Monocot","Subshrub, Shrub, Graminoid","","","","",""
"23600","PHED4","Phyllostachys edulis","USA (GA, SC)","Monocot","Graminoid, Shrub","","","","",""
"23601","PHFL80","Phyllostachys flexuosa","USA (MD)","Monocot","Subshrub, Shrub, Graminoid","","","","",""
"23602","PHHE20","Phyllostachys heterocycla","USA (SC)","Monocot","Graminoid","","","","",""
"23603","PHME80","Phyllostachys meyeri","USA (FL, NC, SC)","Monocot","Subshrub, Shrub, Graminoid","","","","",""
"23604","PHNI80","Phyllostachys nigra","USA (GA, HI, SC, TN, TX, VA, WV)","Monocot","Shrub, Graminoid","","","","",""
"23605","PHRU7","Phyllostachys rubromarginata","USA (SC)","Monocot","Graminoid, Shrub","","","","",""
"23606","PHSU22","Phyllostachys sulphurea","USA (GA)","Monocot","Graminoid","","","","",""
"23607","PHVI15","Phyllostachys viridiglaucescens","USA (NJ)","Monocot","Subshrub, Shrub, Graminoid","","","","",""
"23608","PHYLL5","Phyllostegia","USA (HI, UM)","Dicot","","","","","",""
"23609","PHAM9","Phyllostegia ambigua","USA (HI)","Dicot","Shrub, Subshrub, Vine","","","","",""
"23610","PHBR6","Phyllostegia bracteata","USA (HI)","Dicot","Vine, Forb/herb","","","","",""
"23611","PHBR7","Phyllostegia brevidens","USA (HI)","Dicot","Subshrub, Shrub, Forb/herb, Vine","","","","",""
"23612","PHEL2","Phyllostegia electra","USA (HI)","Dicot","Subshrub, Shrub","","","","",""
"23613","PHFL6","Phyllostegia floribunda","USA (HI)","Dicot","Subshrub, Shrub","","","","",""
"23614","PHGL7","Phyllostegia glabra","USA (HI)","Dicot","Forb/herb","","","","",""
"23615","PHGLG","Phyllostegia glabra var. glabra","USA (HI)","Dicot","Forb/herb","","","","",""
"23616","PHGLL2","Phyllostegia glabra var. lanaiensis","USA (HI)","Dicot","Forb/herb","","","","",""
"23617","PHGR5","Phyllostegia grandiflora","USA (HI)","Dicot","Vine, Subshrub, Shrub","","","","",""
"23618","PHHA15","Phyllostegia haliakalae","USA (HI)","Dicot","Forb/herb","","","","",""
"23619","PHHE10","Phyllostegia helleri","USA (HI)","Dicot","Vine, Forb/herb","","","","",""
"23620","PHHI4","Phyllostegia hillebrandii","USA (HI)","Dicot","Vine, Forb/herb","","","","",""
"23621","PHHI5","Phyllostegia hirsuta","USA (HI)","Dicot","Vine, Subshrub, Shrub","","","","",""
"23622","PHHI6","Phyllostegia hispida","USA (HI)","Dicot","Vine, Forb/herb","","","","",""
"23623","PHKA6","Phyllostegia kaalaensis","USA (HI)","Dicot","Forb/herb","","","","",""
"23624","PHKA8","Phyllostegia kahiliensis","USA (HI)","Dicot","Forb/herb","","","","",""
"23625","PHKN","Phyllostegia knudsenii","USA (HI)","Dicot","Forb/herb","","","","",""
"23626","PHLA9","Phyllostegia lantanoides","USA (HI)","Dicot","Vine","","","","",""
"23627","PHMA11","Phyllostegia macrophylla","USA (HI)","Dicot","Vine, Forb/herb","","","","",""
"23628","PHMA12","Phyllostegia mannii","USA (HI)","Dicot","Vine, Forb/herb","","","","",""
"23629","PHMI22","Phyllostegia micrantha","USA (HI)","Dicot","Forb/herb","","","","",""
"23630","PHMO7","Phyllostegia mollis","USA (HI)","Dicot","Forb/herb","","","","",""
"23631","PHPA14","Phyllostegia parviflora","USA (HI)","Dicot","Forb/herb","","","","",""
"23632","PHPAG","Phyllostegia parviflora var. glabriuscula","USA (HI)","Dicot","Forb/herb","","","","",""
"23633","PHPAL","Phyllostegia parviflora var. lydgatei","USA (HI)","Dicot","Forb/herb","","","","",""
"23634","PHPAP3","Phyllostegia parviflora var. parviflora","USA (HI)","Dicot","Forb/herb","","","","",""
"23635","PHPI6","Phyllostegia pilosa","USA (HI)","Dicot","Forb/herb","","","","",""
"23636","PHRA6","Phyllostegia racemosa","USA (HI)","Dicot","Vine, Forb/herb","","","","",""
"23637","PHRE7","Phyllostegia renovans","USA (HI)","Dicot","Subshrub","","","","",""
"23638","PHRO5","Phyllostegia rockii","USA (HI)","Dicot","Vine, Forb/herb","","","","",""
"23639","PHST9","Phyllostegia stachyoides","USA (HI)","Dicot","Vine, Subshrub, Shrub","","","","",""
"23640","PHVA5","Phyllostegia variabilis","USA (HI, UM)","Dicot","Forb/herb","","","","",""
"23641","PHVE8","Phyllostegia velutina","USA (HI)","Dicot","Vine, Forb/herb","","","","",""
"23642","PHVE4","Phyllostegia vestita","USA (HI)","Dicot","Vine, Forb/herb","","","","",""
"23643","PHWA","Phyllostegia waimeae","USA (HI)","Dicot","Vine, Subshrub, Shrub","","","","",""
"23644","PHWA3","Phyllostegia warshaueri","USA (HI)","Dicot","Vine","","","","",""
"23645","PHWA2","Phyllostegia wawrana","USA (HI)","Dicot","Vine, Forb/herb","","","","",""
"23646","PHYA","Phyllostegia ×yamaguchii","USA (HI)","Dicot","Forb/herb","","","","",""
"23647","PHYMA3","Phymatosorus","USA (FL, HI, UM), USA+ (PR)","Fern","","","","","",""
"23648","PHGR61","Phymatosorus grossus","USA (HI)","Fern","Forb/herb","","","","",""
"23649","PHSC14","Phymatosorus scolopendria","USA (FL, HI, UM), USA+ (PR)","Fern","Forb/herb","","","","",""
"23650","PHYSA","Physalis","USA (, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), USA+ (PR, VI), CAN (AB, MB, NB, NS, ON, QC)","Dicot","","","","","",""
"23651","PHAC6","Physalis acutifolia","USA (AZ, CA, LA, MO, NC, NM, TX)","Dicot","Forb/herb","","","","",""
"23652","PHAL5","Physalis alkekengi","USA (CT, DE, IL, KY, MA, ME, MI, MN, MO, NE, NJ, NY, OH, PA, TN, VT, WI, WV), CAN (MB, NB, ON, QC)","Dicot","Forb/herb","","","","",""
"23653","PHAN5","Physalis angulata","USA (AL, AR, AZ, CA, CT, DE, FL, GA, HI, IL, KS, KY, LA, MA, MO, MS, NC, NJ, NM, NV, OK, SC, TN, TX, VA), USA+ (PR, VI)","Dicot","Forb/herb","","","","",""
"23654","PHAN8","Physalis angustifolia","USA (AL, FL, LA, MS)","Dicot","Forb/herb, Subshrub","","","","",""
"23655","PHAR14","Physalis arenicola","USA (AL, FL, GA, MS)","Dicot","Forb/herb","","","","",""
"23656","PHCA16","Physalis carpenteri","USA (AL, FL, LA, MS)","Dicot","Forb/herb","","","","",""
"23657","PHCA17","Physalis caudella","USA (AZ, NM)","Dicot","Forb/herb","","","","",""
"23658","PHCI4","Physalis cinerascens","USA (AL, AR, CA, CO, KS, LA, MO, NM, OK, SC, TN, TX)","Dicot","Forb/herb","","","","",""
"23659","PHCIC3","Physalis cinerascens var. cinerascens","USA (AL, AR, CA, CO, KS, LA, MO, NM, OK, SC, TN, TX)","Dicot","Forb/herb","","","","",""
"23660","PHCIS","Physalis cinerascens var. spathulifolia","USA (LA, TX)","Dicot","Forb/herb","","","","",""
"23661","PHCO22","Physalis cordata","USA (, AL, AR, CA, FL, GA, LA, MO, MS, NC, OK, PA, SC, TN, TX), USA+ (PR, VI)","Dicot","Forb/herb","","","","",""
"23662","PHCR4","Physalis crassifolia","USA (AZ, CA, NV, UT)","Dicot","Subshrub, Forb/herb","","","","",""
"23663","PHCRC4","Physalis crassifolia var. crassifolia","USA (AZ, CA, NV, UT)","Dicot","Subshrub, Forb/herb","","","","",""
"23664","PHCRV","Physalis crassifolia var. versicolor","USA (AZ, CA, NV)","Dicot","Subshrub, Forb/herb","","","","",""
"23665","PHGR22","Physalis grisea","USA (AL, AR, CA, CT, FL, GA, IA, IL, IN, KS, KY, LA, MA, ME, MI, MN, MO, MS, NC, NJ, NY, OH, OR, PA, RI, SC, TN, TX, UT, VA, VT, WA, WI)","Dicot","Forb/herb","","","","",""
"23666","PHHE4","Physalis hederifolia","USA (AZ, CA, CO, KS, LA, MT, NE, NM, NV, NY, OK, RI, SD, TX, UT, VT, WY)","Dicot","Subshrub, Forb/herb","","","","",""
"23667","PHHEC","Physalis hederifolia var. comata","USA (CO, KS, LA, MT, NE, NM, OK, SD, TX, WY)","Dicot","Subshrub, Forb/herb","","","","",""
"23668","PHHEF","Physalis hederifolia var. fendleri","USA (AZ, CA, CO, NM, NV, OK, TX, UT)","Dicot","Subshrub, Forb/herb","","","","",""
"23669","PHHEH2","Physalis hederifolia var. hederifolia","USA (AZ, CA, NM, NV, NY, RI, TX, UT, VT)","Dicot","Subshrub, Forb/herb","","","","",""
"23670","PHHEP2","Physalis hederifolia var. palmeri","USA (CA, NV, UT)","Dicot","Subshrub, Forb/herb","","","","",""
"23671","PHHE5","Physalis heterophylla","USA (AL, AR, AZ, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (NS, ON, QC)","Dicot","Forb/herb","","","","",""
"23672","PHHEH3","Physalis heterophylla var. heterophylla","USA (AL, AR, AZ, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (NS, ON, QC)","Dicot","Forb/herb","","","","",""
"23673","PHHER2","Physalis heterophylla var. rowellii","USA (TX)","Dicot","Forb/herb","","","","",""
"23674","PHHI8","Physalis hispida","USA (AZ, CO, IA, IL, IN, KS, MN, MO, MT, NE, NM, OH, OK, SD, TX, UT, WA, WI, WY)","Dicot","Forb/herb","","","","",""
"23675","PHLA32","Physalis lanceolata","USA (GA, NC, SC)","Dicot","Forb/herb","","","","",""
"23676","PHLA10","Physalis latiphysa","USA (AZ)","Dicot","Forb/herb","","","","",""
"23677","PHLO4","Physalis longifolia","USA (AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), CAN (ON, QC)","Dicot","Forb/herb","","","","",""
"23678","PHLOL3","Physalis longifolia var. longifolia","USA (AR, AZ, CA, CO, GA, IA, ID, IL, IN, KS, KY, LA, MN, MO, MS, MT, ND, NE, NM, NV, OH, OK, OR, PA, SD, TN, TX, UT, WI, WV, WY)","Dicot","Forb/herb","","","","",""
"23679","PHLOS","Physalis longifolia var. subglabrata","USA (AL, AR, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NM, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV), CAN (ON, QC)","Dicot","Forb/herb","","","","",""
"23680","PHMI14","Physalis minima","USA (KS, LA, MO), USA+ (VI)","Dicot","Forb/herb","","","","",""
"23681","PHMI5","Physalis missouriensis","USA (AR, KS, MO, NE, OK, TX)","Dicot","Forb/herb","","","","",""
"23682","PHMO9","Physalis mollis","USA (AR, CA, LA, OK, TX)","Dicot","Forb/herb","","","","",""
"23683","PHMOM2","Physalis mollis var. mollis","USA (AR, CA, LA, OK, TX)","Dicot","Forb/herb","","","","",""
"23684","PHMOV","Physalis mollis var. variovestita","USA (TX)","Dicot","Forb/herb","","","","",""
"23685","PHPE4","Physalis peruviana","USA (AL, AR, CA, HI, KY, NJ, NY), CAN (ON)","Dicot","Shrub","","","","",""
"23686","PHPH2","Physalis philadelphica","USA (AZ, CA, DC, DE, HI, IA, ID, IL, IN, KS, KY, MA, MD, MI, MN, MO, MS, NC, NJ, NM, NY, OH, OK, OR, PA, TN, TX, VA, VT, WA, WI, WV), CAN (AB, MB, ON, QC)","Dicot","Forb/herb","","","","",""
"23687","PHPHI","Physalis philadelphica var. immaculata","USA (AZ, CA, DC, DE, HI, IA, ID, IL, IN, KS, KY, MA, MD, MI, MN, MO, NC, NJ, NM, NY, OH, OK, OR, PA, TN, TX, VA, VT, WA, WI, WV), CAN (AB, MB, ON, QC)","Dicot","Forb/herb","","","","",""
"23688","PHPU7","Physalis pubescens","USA (AL, AR, AZ, CA, CO, CT, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NJ, NM, NY, OH, OK, OR, PA, RI, SC, TN, TX, UT, VA, VT, WA, WI, WV), USA+ (PR, VI), CAN (MB, NB, ON, QC)","Dicot","Forb/herb","","","","",""
"23689","PHPUI","Physalis pubescens var. integrifolia","USA (AL, AR, AZ, CA, CO, CT, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NJ, NM, NY, OH, OK, OR, PA, RI, SC, TN, TX, UT, VA, VT, WA, WI, WV)","Dicot","Forb/herb","","","","",""
"23690","PHPUP4","Physalis pubescens var. pubescens","USA (AL, FL, GA, IA, IL, IN, KY, LA, MD, MI, MO, MS, NC, NJ, OH, PA, SC, TN, TX, VA, WV), USA+ (PR, VI), CAN (MB, NB, ON, QC)","Dicot","Forb/herb","","","","",""
"23691","PHPU8","Physalis pumila","USA (AR, IA, IL, KS, LA, MO, NE, NJ, OK, TX)","Dicot","Forb/herb","","","","",""
"23692","PHSU7","Physalis subulata","USA (AZ, CO, NM, TX)","Dicot","Forb/herb","","","","",""
"23693","PHSUN","Physalis subulata var. neomexicana","USA (AZ, CO, NM, TX)","Dicot","Forb/herb","","","","",""
"23694","PHTU3","Physalis turbinata","USA (FL, OK, TX), USA+ (PR, VI)","Dicot","Forb/herb","","","","",""
"23695","PHVI5","Physalis virginiana","USA (AL, AR, CO, CT, DE, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NM, NY, OH, OK, PA, SC, SD, TN, TX, VA, VT, WI, WV, WY), CAN (MB, ON, QC)","Dicot","Forb/herb","","","","",""
"23696","PHVIC4","Physalis virginiana var. campaniforma","USA (NM)","Dicot","Forb/herb","","","","",""
"23697","PHVIP","Physalis virginiana var. polyphylla","USA (CO, NM)","Dicot","Forb/herb","","","","",""
"23698","PHVIT","Physalis virginiana var. texana","USA (IL, TX)","Dicot","Forb/herb","","","","",""
"23699","PHVIV3","Physalis virginiana var. virginiana","USA (AL, AR, CO, CT, DE, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NY, OH, OK, PA, SC, SD, TN, TX, VA, VT, WI, WV, WY), CAN (MB, ON, QC)","Dicot","Forb/herb","","","","",""
"23700","PHVI17","Physalis viscosa","USA (AL, MS, TX)","Dicot","Forb/herb","","","","",""
"23701","PHWA4","Physalis walteri","USA (AL, FL, GA, LA, MS, NC, SC, VA)","Dicot","Forb/herb","","","","",""
"23702","PHYSA2","Physaria","USA (AZ, CA, CO, ID, MT, ND, NE, NM, NV, OR, SD, UT, WA, WY), CAN (AB, BC, SK)","Dicot","","","","","",""
"23703","PHAC4","Physaria acutifolia","USA (CO, ID, MT, NM, NV, UT, WY)","Dicot","Forb/herb","","","","",""
"23704","PHACA","Physaria acutifolia var. acutifolia","USA (CO, ID, MT, NM, NV, UT, WY)","Dicot","Forb/herb","","","","",""
"23705","PHACP","Physaria acutifolia var. purpurea","USA (UT)","Dicot","Forb/herb","","","","",""
"23706","PHAL6","Physaria alpestris","USA (WA)","Dicot","Forb/herb","","","","",""
"23707","PHAL10","Physaria alpina","USA (CO)","Dicot","Forb/herb","","","","",""
"23708","PHBE2","Physaria bellii","USA (CO)","Dicot","Forb/herb","","","","",""
"23709","PHBR5","Physaria brassicoides","USA (MT, ND, NE, SD, WY)","Dicot","Forb/herb","","","","",""
"23710","PHCH2","Physaria chambersii","USA (AZ, CA, NV, OR, UT)","Dicot","Forb/herb","","","","",""
"23711","PHCO16","Physaria condensata","USA (WY)","Dicot","Forb/herb","","","","",""
"23712","PHDI6","Physaria didymocarpa","USA (ID, MT, ND, WA, WY), CAN (AB, BC)","Dicot","Forb/herb","","","","",""
"23713","PHDID","Physaria didymocarpa var. didymocarpa","USA (ID, MT, ND, WA, WY), CAN (AB, BC)","Dicot","Forb/herb","","","","",""
"23714","PHDIL","Physaria didymocarpa var. lanata","USA (MT, WY)","Dicot","Forb/herb","","","","",""
"23715","PHDIL2","Physaria didymocarpa var. lyrata","USA (ID)","Dicot","Forb/herb","","","","",""
"23716","PHDO4","Physaria dornii","USA (WY)","Dicot","Forb/herb","","","","",""
"23717","PHEB","Physaria eburniflora","USA (WY)","Dicot","Forb/herb","","","","",""
"23718","PHFL3","Physaria floribunda","USA (CO, NM, UT)","Dicot","Forb/herb","","","","",""
"23719","PHFLF2","Physaria floribunda var. floribunda","USA (CO, NM, UT)","Dicot","Forb/herb","","","","",""
"23720","PHFLO2","Physaria floribunda var. osterhoutii","USA (CO)","Dicot","Forb/herb","","","","",""
"23721","PHGE","Physaria geyeri","USA (ID, MT, WA)","Dicot","Forb/herb","","","","",""
"23722","PHGEG","Physaria geyeri var. geyeri","USA (MT, WA)","Dicot","Forb/herb","","","","",""
"23723","PHGEP","Physaria geyeri var. purpurea","USA (ID)","Dicot","Forb/herb","","","","",""
"23724","PHGR8","Physaria grahamii","USA (UT)","Dicot","Forb/herb","","","","",""
"23725","PHIN19","Physaria integrifolia","USA (ID, MT, WY)","Dicot","Forb/herb","","","","",""
"23726","PHINI","Physaria integrifolia var. integrifolia","USA (MT, WY)","Dicot","Forb/herb","","","","",""
"23727","PHINM","Physaria integrifolia var. monticola","USA (ID, WY)","Dicot","Forb/herb","","","","",""
"23728","PHIV2","Physaria iveyana","USA (NM)","Dicot","Forb/herb","","","","",""
"23729","PHLE10","Physaria lepidota","USA (UT)","Dicot","Forb/herb","","","","",""
"23730","PHLEL","Physaria lepidota var. lepidota","USA (UT)","Dicot","Forb/herb","","","","",""
"23731","PHLEM","Physaria lepidota var. membranacea","USA (UT)","Dicot","Forb/herb","","","","",""
"23732","PHNE5","Physaria newberryi","USA (AZ, NM, NV, UT)","Dicot","Forb/herb","","","","",""
"23733","PHNEN","Physaria newberryi var. newberryi","USA (AZ, NM, NV, UT)","Dicot","Forb/herb","","","","",""
"23734","PHNER","Physaria newberryi var. racemosa","USA (AZ, UT)","Dicot","Forb/herb","","","","",""
"23735","PHNEY","Physaria newberryi var. yesicola","USA (NM)","Dicot","Forb/herb","","","","",""
