"Accepted Symbol","Synonym Symbol","Scientific Name","State and Province","Category","Growth Habit","Image Gallery","Characteristics Data","Flower Color","Foliage Color","Foliage Texture","Fruit Color","Shape and Orientation"
"LEPTO22","","Leptosiphon","USA (AZ, CA, CO, ID, MT, NM, NV, OR, PA, SD, UT, WA, WY), CAN (AB, BC, SK)","Dicot","","","","","","","",""
"LEAC11","","Leptosiphon acicularis","USA (CA)","Dicot","Forb/herb","","","","","","",""
"LEAM13","","Leptosiphon ambiguus","USA (CA)","Dicot","Forb/herb","","","","","","",""
"LEAN19","","Leptosiphon androsaceus","USA (CA, PA)","Dicot","Forb/herb","","","","","","",""
"LEAU16","","Leptosiphon aureus","USA (AZ, CA, NM, NV, UT)","Dicot","Forb/herb","","","","","","",""
"LEAUA3","","Leptosiphon aureus ssp. aureus","USA (AZ, CA, NM, NV, UT)","Dicot","Forb/herb","","","","","","",""
"LEAUD","","Leptosiphon aureus ssp. decorus","USA (AZ, CA, NV)","Dicot","Forb/herb","","","","","","",""
"LEBI8","","Leptosiphon bicolor","USA (CA, OR, WA)","Dicot","Forb/herb","Photo","","","","","",""
"LEBO9","","Leptosiphon bolanderi","USA (CA, OR, WA)","Dicot","Forb/herb","","","","","","",""
"LEBR20","","Leptosiphon breviculus","USA (CA)","Dicot","Forb/herb","Photo","","","","","",""
"LECI18","","Leptosiphon ciliatus","USA (CA, NV, OR)","Dicot","Forb/herb","","","","","","",""
"LECIC2","","Leptosiphon ciliatus ssp. ciliatus","USA (CA, NV, OR)","Dicot","Forb/herb","","","","","","",""
"LECIN","","Leptosiphon ciliatus ssp. neglectus","USA (CA, NV)","Dicot","Forb/herb","","","","","","",""
"LEFI14","","Leptosiphon filipes","USA (CA)","Dicot","Forb/herb","","","","","","",""
"LEFL27","","Leptosiphon floribundum","USA (AZ, CA, NM)","Dicot","Forb/herb, Subshrub","","","","","","",""
"LEFLF5","","Leptosiphon floribundum ssp. floribundum","USA (AZ, CA, NM)","Dicot","Forb/herb, Subshrub","","","","","","",""
"LEFLG2","","Leptosiphon floribundum ssp. glaber","USA (CA)","Dicot","Forb/herb, Subshrub","","","","","","",""
"LEFLH2","","Leptosiphon floribundum ssp. hallii","USA (CA)","Dicot","Forb/herb, Subshrub","","","","","","",""
"LEGR23","","Leptosiphon grandiflorus","USA (CA)","Dicot","Forb/herb","","","","","","",""
"LEHA11","","Leptosiphon harknessii","USA (CA, ID, NV, OR, UT, WA), CAN (BC)","Dicot","Forb/herb","","","","","","",""
"LEJE","","Leptosiphon jepsonii","USA (CA)","Dicot","Forb/herb","","","","","","",""
"LELA43","","Leptosiphon latisectus","USA (CA)","Dicot","Forb/herb","","","","","","",""
"LELE29","","Leptosiphon lemmonii","USA (CA)","Dicot","Forb/herb","","","","","","",""
"LELI14","","Leptosiphon liniflorus","USA (CA, ID, NV, OR, WA)","Dicot","Forb/herb","","","","","","",""
"LEMI29","","Leptosiphon minimus","USA (CA, OR, WA), CAN (BC)","Dicot","Forb/herb","","","","","","",""
"LEMO19","","Leptosiphon montanus","USA (CA)","Dicot","Forb/herb","Photo","","","","","",""
"LENU7","","Leptosiphon nudatus","USA (CA)","Dicot","Forb/herb","","","","","","",""
"LENU8","","Leptosiphon nuttallii","USA (AZ, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY)","Dicot","Forb/herb, Subshrub","","","","","","",""
"LENUH","","Leptosiphon nuttallii ssp. howellii","USA (CA)","Dicot","Forb/herb, Subshrub","","","","","","",""
"LENUN","","Leptosiphon nuttallii ssp. nuttallii","USA (AZ, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY)","Dicot","Forb/herb, Subshrub","Photo","","","","","",""
"LENUP","","Leptosiphon nuttallii ssp. pubescens","USA (CA, NV, WA)","Dicot","Forb/herb, Subshrub","","","","","","",""
"LEOB14","","Leptosiphon oblanceolatus","USA (CA)","Dicot","Forb/herb","","","","","","",""
"LEPA50","","Leptosiphon pachyphyllus","USA (CA, NV)","Dicot","Forb/herb","","","","","","",""
"LEPA51","","Leptosiphon parviflorus","USA (CA)","Dicot","Forb/herb","","","","","","",""
"LEPY4","","Leptosiphon pygmaeus","USA (CA)","Dicot","Forb/herb","","","","","","",""
"LEPYC","","Leptosiphon pygmaeus ssp. continentalis","USA (CA)","Dicot","Forb/herb","","","","","","",""
"LEPYP","","Leptosiphon pygmaeus ssp. pygmaeus","USA (CA)","Dicot","Forb/herb","","","","","","",""
"LERA15","","Leptosiphon rattanii","USA (CA)","Dicot","Forb/herb","","","","","","",""
"LERO7","","Leptosiphon rosaceus","USA (CA)","Dicot","Forb/herb","","","","","","",""
"LESE17","","Leptosiphon septentrionalis","USA (CA, CO, ID, MT, NV, OR, SD, UT, WA, WY), CAN (AB, BC, SK)","Dicot","Forb/herb","Photo","","","","","",""
"LESE18","","Leptosiphon serrulatus","USA (CA)","Dicot","Forb/herb","","","","","","",""
"LEPTO4","","Leptospermum","USA (CA, HI)","Dicot","","","","","","","",""
"LELA29","","Leptospermum laevigatum","USA (CA)","Dicot","Shrub, Tree","","","","","","",""
"LEMO20","","Leptospermum morrisonii","USA (HI)","Dicot","Shrub, Tree","","","","","","",""
"LEPE23","","Leptospermum petersonii","USA (HI)","Dicot","Shrub, Tree","","","","","","",""
"LEPO22","","Leptospermum polygalifolim","USA (HI)","Dicot","Shrub, Tree","","","","","","",""
"LESC2","","Leptospermum scoparium","USA (HI)","Dicot","Tree, Shrub","Photo","","","","","",""
"LEPTU","","Lepturus","USA (HI, UM)","Monocot","","","","","","","",""
"LERE","","Lepturus repens","USA (HI, UM)","Monocot","Graminoid","Photo","","","","","",""
"LEPUR","","Lepuropetalon","USA (AL, AR, FL, GA, LA, MS, NC, OK, SC, TX)","Dicot","","","","","","","",""
"LESP","","Lepuropetalon spathulatum","USA (AL, AR, FL, GA, LA, MS, NC, OK, SC, TX)","Dicot","Subshrub, Shrub, Forb/herb","","","","","","",""
"LEPYR","","Lepyrodiclis","USA (ID, WA)","Dicot","","","","","","","",""
"LEHO7","","Lepyrodiclis holosteoides","USA (ID, WA)","Dicot","Forb/herb","Photo","","","","","",""
"LESPE","","Lespedeza","USA (AL, AR, CT, DC, DE, FL, GA, HI, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV), CAN (NB, ON)","Dicot","","Photo","","","","","",""
"LEAC","","Lespedeza ×acuticarpa","USA (AR, DE, IL, KS, MA, MI, MO, OH, OK, PA, RI, TN, VA)","Dicot","Forb/herb","","","","","","",""
"LEAN","","Lespedeza angustifolia","USA (AL, DE, FL, GA, MA, MD, MS, NC, NJ, NY, PA, RI, SC, TN, VA)","Dicot","Forb/herb","","","","","","",""
"LEBI2","","Lespedeza bicolor","USA (AL, AR, CT, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, MI, MO, MS, NC, NJ, NY, OH, PA, SC, TN, TX, VA, WV), CAN (ON)","Dicot","Subshrub, Forb/herb","Photo","","","","","",""
"LEBR2","","Lespedeza ×brittonii","USA (AL, AR, GA, IL, IN, MA, MD, MO, MS, NC, NJ, NY, OH, OK, PA, TX, VA)","Dicot","Forb/herb","","","","","","",""
"LECA8","","Lespedeza capitata","USA (AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV), CAN (NB, ON)","Dicot","Forb/herb","Photo","Yes","White","Green","Medium","Yellow","Erect"
"LECU","","Lespedeza cuneata","USA (AL, AR, CT, DC, DE, FL, GA, HI, IA, IL, IN, KS, KY, LA, MA, MD, MI, MO, MS, NC, NE, NJ, NY, OH, OK, PA, SC, TN, TX, VA, WI, WV), CAN (ON)","Dicot","Subshrub, Forb/herb","Photo","","","","","",""
"LECY80","","Lespedeza cyrtobotrya","USA (CT, MA, VA)","Dicot","Subshrub","Photo","","","","","",""
"LEDA3","","Lespedeza daurica","USA (DE, IA, IL)","Dicot","Forb/herb","Photo","","","","","",""
"LEFO3","","Lespedeza formosa","USA (OH)","Dicot","Shrub","Photo","","","","","",""
"LEFR5","","Lespedeza frutescens","USA (AL, AR, CT, DC, DE, FL, GA, IL, IN, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WV), CAN (ON)","Dicot","Forb/herb","Photo","","","","","",""
"LEHI2","","Lespedeza hirta","USA (AL, AR, CT, DC, DE, FL, GA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WV), CAN (ON)","Dicot","Forb/herb","Photo","Yes","White","Dark Green","Medium","Black","Erect"
"LEHIC","","Lespedeza hirta ssp. curtissii","USA (AL, FL, GA, LA, NC, SC, VA)","Dicot","Forb/herb","","","","","","",""
"LEHIH2","","Lespedeza hirta ssp. hirta","USA (AL, AR, CT, DC, DE, FL, GA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WV), CAN (ON)","Dicot","Forb/herb","","","","","","",""
"LELE5","","Lespedeza leptostachya","USA (IA, IL, MN, WI)","Dicot","Forb/herb","Photo","","","","","",""
"LELO","","Lespedeza ×longifolia","USA (AL, FL, GA, IN, LA, MA, ME, MI, MO, MS, NC, NH, NJ, NY, SC, VA, WI), CAN (ON)","Dicot","Forb/herb","","","","","","",""
"LEMA6","","Lespedeza ×manniana","USA (AR, IL, KS, MI, MO, TX)","Dicot","Forb/herb","","","","","","",""
"LENE8","","Lespedeza ×neglecta","USA (AL, AR, GA, KY, LA, MO, NC, NJ, NY, OK, SC, TN, TX, VA)","Dicot","Forb/herb","","","","","","",""
"LENU","","Lespedeza ×nuttallii","USA (AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, MA, MD, ME, MI, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, VA, VT, WV), CAN (ON)","Dicot","Forb/herb","","","","","","",""
"LEOB3","","Lespedeza ×oblongifolia","USA (FL, GA, MD, NC, NJ, NY, SC, TN, VA)","Dicot","Forb/herb","","","","","","",""
"LEPR","","Lespedeza procumbens","USA (AL, AR, CT, DC, DE, FL, GA, IL, IN, KS, KY, LA, MA, MD, MI, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, WI, WV)","Dicot","Forb/herb","Photo","","","","","",""
"LERE2","","Lespedeza repens","USA (AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MD, MO, MS, NC, NJ, NY, OH, OK, PA, SC, TN, TX, VA, WI, WV)","Dicot","Forb/herb","Photo","","","","","",""
"LESI2","","Lespedeza ×simulata","USA (AR, CT, IA, IL, KS, MI, MO, NJ, NY, OK, PA, TN, VA, VT)","Dicot","Forb/herb","","","","","","",""
"LEST5","","Lespedeza stuevei","USA (AL, AR, CT, DC, DE, FL, GA, IL, IN, KS, KY, LA, MA, MD, MO, MS, NC, NJ, NY, OK, PA, RI, SC, TN, TX, VA, VT, WV)","Dicot","Forb/herb","","","","","","",""
"LETE2","","Lespedeza texana","USA (TX)","Dicot","Forb/herb","","","","","","",""
"LETH4","","Lespedeza thunbergii","USA (AL, AR, CT, FL, GA, IL, IN, KY, LA, MA, MD, MI, MO, NC, NJ, NY, OH, PA, SC, VA, WI), CAN (ON)","Dicot","Subshrub","Photo","","","","","",""
"LEVI6","","Lespedeza violacea","USA (AL, AR, CT, DC, DE, GA, IA, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV), CAN (ON)","Dicot","Forb/herb","","","","","","",""
"LEVI80","","Lespedeza virgata","USA (FL, NC)","Dicot","Forb/herb","Photo","Yes","Purple","Dark Green","Fine","Black","Irregular"
"LEVI7","","Lespedeza virginica","USA (AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, WI, WV), CAN (ON)","Dicot","Forb/herb","Photo","","","","","",""
"LESQU","","Lesquerella","USA (AK, AL, AR, AZ, CA, CO, IA, ID, IL, IN, KS, KY, LA, MN, MO, MS, MT, ND, NE, NM, NV, OH, OK, OR, SD, TN, TX, UT, VA, WA, WI, WY), CAN (AB, BC, LB, MB, NF, NT, NU, QC, SK, YT), DEN (GL)","Dicot","","Photo","","","","","",""
"LEAL","","Lesquerella alpina","USA (CO, ID, KS, MT, ND, NE, NV, SD, UT, WY), CAN (AB, SK)","Dicot","Forb/herb","","","","","","",""
"LEALA5","","Lesquerella alpina var. alpina","USA (CO, ID, KS, MT, ND, NE, NV, SD, UT, WY)","Dicot","Forb/herb","","","","","","",""
"LEALS","","Lesquerella alpina var. spatulata","USA (ID, MT, NE, SD), CAN (AB, SK)","Dicot","Forb/herb","","","","","","",""
"LEAN2","","Lesquerella angustifolia","USA (OK, TX)","Dicot","Forb/herb","","","","","","",""
"LEAR2","","Lesquerella arctica","USA (AK), CAN (AB, BC, LB, MB, NF, NT, NU, QC, YT), DEN (GL)","Dicot","Subshrub, Forb/herb","","","","","","",""
"LEAR6","","Lesquerella arenosa","USA (CO, MT, ND, NE, SD, WY)","Dicot","Forb/herb","","","","","","",""
"LEARA2","","Lesquerella arenosa var. arenosa","USA (MT, ND, NE, SD, WY)","Dicot","Forb/herb","","","","","","",""
"LEARA","","Lesquerella arenosa var. argillosa","USA (CO, NE, SD, WY)","Dicot","Forb/herb","","","","","","",""
"LEAR3","","Lesquerella argyraea","USA (TX)","Dicot","Forb/herb","Photo","","","","","",""
"LEAR4","","Lesquerella arizonica","USA (AZ, UT)","Dicot","Forb/herb","Photo","","","","","",""
"LEAU5","","Lesquerella aurea","USA (NM)","Dicot","Forb/herb","Photo","","","","","",""
"LEAU4","","Lesquerella auriculata","USA (KS, OK, TX)","Dicot","Forb/herb","","","","","","",""
"LECA9","","Lesquerella calcicola","USA (CO, NM)","Dicot","Forb/herb","","","","","","",""
"LECA18","","Lesquerella calderi","USA (AK), CAN (NT, YT)","Dicot","Forb/herb","","","","","","",""
"LECA10","","Lesquerella carinata","USA (ID, MT, WY)","Dicot","Forb/herb","","","","","","",""
"LECAC5","","Lesquerella carinata var. carinata","USA (ID, MT, WY)","Dicot","Forb/herb","","","","","","",""
"LECAL3","","Lesquerella carinata var. languida","USA (MT)","Dicot","Forb/herb","","","","","","",""
"LECI2","","Lesquerella cinerea","USA (AZ)","Dicot","Forb/herb","","","","","","",""
"LECO2","","Lesquerella condensata","USA (CO, MT, NE, WY)","Dicot","Forb/herb","","","","","","",""
"LECO10","","Lesquerella congesta","USA (CO)","Dicot","Forb/herb","Photo","","","","","",""
"LECO7","","Lesquerella cordiformis","USA (NV)","Dicot","Forb/herb","","","","","","",""
"LEDE2","","Lesquerella densiflora","USA (TX)","Dicot","Forb/herb","Photo","","","","","",""
"LEDE3","","Lesquerella densipila","USA (AL, TN)","Dicot","Forb/herb","Photo","","","","","",""
"LEDO2","","Lesquerella douglasii","USA (ID, MT, OR, WA), CAN (BC)","Dicot","Forb/herb","","","","","","",""
"LEEN","","Lesquerella engelmannii","USA (TX)","Dicot","Forb/herb","Photo","","","","","",""
"LEFE","","Lesquerella fendleri","USA (AZ, CO, KS, NM, OK, TX, UT)","Dicot","Forb/herb","Photo","","","","","",""
"LEFI2","","Lesquerella filiformis","USA (AR, MO)","Dicot","Forb/herb","","","","","","",""
"LEFR4","","Lesquerella fremontii","USA (WY)","Dicot","Forb/herb","","","","","","",""
"LEGA2","","Lesquerella garrettii","USA (UT)","Dicot","Forb/herb","","","","","","",""
"LEGL2","","Lesquerella globosa","USA (IN, KY, OH, TN)","Dicot","Forb/herb","","","","","","",""
"LEGO2","","Lesquerella gooddingii","USA (AZ, NM)","Dicot","Forb/herb","Photo","","","","","",""
"LEGO3","","Lesquerella goodrichii","USA (NV, UT)","Dicot","Forb/herb","","","","","","",""
"LEGO","","Lesquerella gordonii","USA (AZ, KS, NM, OK, TX, VA)","Dicot","Forb/herb","Photo","","","","","",""
"LEGOD","","Lesquerella gordonii var. densifolia","USA (NM)","Dicot","Forb/herb","","","","","","",""
"LEGOG","","Lesquerella gordonii var. gordonii","USA (AZ, KS, NM, OK, TX, VA)","Dicot","Forb/herb","","","","","","",""
"LEGR2","","Lesquerella gracilis","USA (AL, AR, IL, KS, LA, MO, MS, NE, OK, TN, TX)","Dicot","Forb/herb","","","","","","",""
"LEGRG","","Lesquerella gracilis ssp. gracilis","USA (AL, AR, IL, LA, MO, MS, OK, TN, TX)","Dicot","Forb/herb","","","","","","",""
"LEGRN","","Lesquerella gracilis ssp. nuttallii","USA (KS, NE, OK, TX)","Dicot","Forb/herb","","","","","","",""
"LEGR3","","Lesquerella grandiflora","USA (TX)","Dicot","Forb/herb","","","","","","",""
"LEHE3","","Lesquerella hemiphysaria","USA (UT)","Dicot","Forb/herb","","","","","","",""
"LEHEH","","Lesquerella hemiphysaria var. hemiphysaria","USA (UT)","Dicot","Forb/herb","","","","","","",""
"LEHEL","","Lesquerella hemiphysaria var. lucens","USA (UT)","Dicot","Forb/herb","","","","","","",""
"LEHI3","","Lesquerella hitchcockii","USA (NV, UT)","Dicot","Forb/herb","Photo","","","","","",""
"LEHU","","Lesquerella humilis","USA (MT)","Dicot","Forb/herb","","","","","","",""
"LEIN3","","Lesquerella intermedia","USA (AZ, NM, UT)","Dicot","Forb/herb","Photo","","","","","",""
"LEKA","","Lesquerella kaibabensis","USA (AZ)","Dicot","Forb/herb","","","","","","",""
"LEKI","","Lesquerella kingii","USA (CA, ID, NV, OR, UT)","Dicot","Forb/herb","Photo","","","","","",""
"LEKIB","","Lesquerella kingii ssp. bernardina","USA (CA)","Dicot","Forb/herb","Photo","","","","","",""
"LEKID","","Lesquerella kingii ssp. diversifolia","USA (OR)","Dicot","Forb/herb","","","","","","",""
"LEKIK","","Lesquerella kingii ssp. kingii","USA (CA, ID, NV, OR)","Dicot","Forb/herb","","","","","","",""
"LEKIC2","","Lesquerella kingii ssp. kingii var. cobrensis","USA (ID, NV, OR)","Dicot","Forb/herb","","","","","","",""
"LEKIK2","","Lesquerella kingii ssp. kingii var. kingii","USA (CA, NV)","Dicot","Forb/herb","","","","","","",""
"LEKIL","","Lesquerella kingii ssp. latifolia","USA (CA, NV, UT)","Dicot","Forb/herb","","","","","","",""
"LEKL","","Lesquerella klausii","USA (MT)","Dicot","Forb/herb","","","","","","",""
"LELA6","","Lesquerella lasiocarpa","USA (TX)","Dicot","Forb/herb","","","","","","",""
"LELAB3","","Lesquerella lasiocarpa var. berlandieri","USA (TX)","Dicot","Forb/herb","","","","","","",""
"LELAH3","","Lesquerella lasiocarpa var. hispida","USA (TX)","Dicot","Forb/herb","","","","","","",""
"LELAL4","","Lesquerella lasiocarpa var. lasiocarpa","USA (TX)","Dicot","Forb/herb","","","","","","",""
"LELA9","","Lesquerella lata","USA (NM)","Dicot","Forb/herb","","","","","","",""
"LELE9","","Lesquerella lescurii","USA (AL, KY, TN)","Dicot","Forb/herb","","","","","","",""
"LELE26","","Lesquerella lesicii","USA (MT)","Dicot","Forb/herb","","","","","","",""
"LELI2","","Lesquerella lindheimeri","USA (TX)","Dicot","Forb/herb","","","","","","",""
"LELU","","Lesquerella ludoviciana","USA (AZ, CO, IA, IL, KS, MN, MT, ND, NE, NM, NV, OK, SD, UT, WI, WY), CAN (AB, MB, SK)","Dicot","Forb/herb","","","","","","",""
"LELY","","Lesquerella lyrata","USA (AL)","Dicot","Forb/herb","","","","","","",""
"LEMA4","","Lesquerella macrocarpa","USA (WY)","Dicot","Forb/herb","Photo","","","","","",""
"LEMA5","","Lesquerella ×maxima","USA (TN)","Dicot","Forb/herb","","","","","","",""
"LEMC","","Lesquerella mcvaughiana","USA (TX)","Dicot","Forb/herb","Photo","","","","","",""
"LEMO3","","Lesquerella montana","USA (CO, NE, NM, SD, UT, WY)","Dicot","Forb/herb","","","","","","",""
"LEMU2","","Lesquerella multiceps","USA (ID, UT, WY)","Dicot","Forb/herb","","","","","","",""
"LENA8","","Lesquerella navajoensis","USA (NM)","Dicot","Forb/herb","","","","","","",""
"LEOB13","","Lesquerella obdeltata","USA (ID)","Dicot","Forb/herb","","","","","","",""
"LEOC","","Lesquerella occidentalis","USA (CA, ID, NV, OR, UT, WA)","Dicot","Forb/herb","","","","","","",""
"LEOCC2","","Lesquerella occidentalis ssp. cinerascens","USA (NV, UT)","Dicot","Forb/herb","","","","","","",""
"LEOCO","","Lesquerella occidentalis ssp. occidentalis","USA (CA, ID, NV, OR, WA)","Dicot","Forb/herb","","","","","","",""
"LEOV","","Lesquerella ovalifolia","USA (CO, KS, NE, NM, OK, TX)","Dicot","Forb/herb","","","","","","",""
"LEOVA","","Lesquerella ovalifolia ssp. alba","USA (KS, OK)","Dicot","Forb/herb","","","","","","",""
"LEOVO","","Lesquerella ovalifolia ssp. ovalifolia","USA (CO, KS, NE, NM, OK, TX)","Dicot","Forb/herb","","","","","","",""
"LEPA4","","Lesquerella pallida","USA (TX)","Dicot","Forb/herb","","","","","","",""
"LEPA10","","Lesquerella parviflora","USA (CO)","Dicot","Forb/herb","Photo","","","","","",""
"LEPA7","","Lesquerella parvula","USA (CO, UT, WY)","Dicot","Forb/herb","","","","","","",""
"LEPA8","","Lesquerella paysonii","USA (ID, MT, WY)","Dicot","Forb/herb","","","","","","",""
"LEPE24","","Lesquerella pendula","USA (NV)","Dicot","Forb/herb","","","","","","",""
"LEPE3","","Lesquerella perforata","USA (TN)","Dicot","Forb/herb","","","","","","",""
"LEPI3","","Lesquerella pinetorum","USA (AZ, NM)","Dicot","Forb/herb","","","","","","",""
"LEPR3","","Lesquerella prostrata","USA (ID, UT, WY)","Dicot","Forb/herb","","","","","","",""
"LEPR2","","Lesquerella pruinosa","USA (CO, NM)","Dicot","Forb/herb","","","","","","",""
"LEPU15","","Lesquerella pulchella","USA (MT)","Dicot","Forb/herb","","","","","","",""
"LEPU2","","Lesquerella purpurea","USA (AZ, NM, TX)","Dicot","Forb/herb","Photo","","","","","",""
"LERE4","","Lesquerella recurvata","USA (TX)","Dicot","Forb/herb","","","","","","",""
"LERU4","","Lesquerella rubicundula","USA (NV, UT)","Dicot","Forb/herb","Photo","","","","","",""
"LESE","","Lesquerella sessilis","USA (TX)","Dicot","Forb/herb","","","","","","",""
"LEST8","","Lesquerella stonensis","USA (TN)","Dicot","Forb/herb","","","","","","",""
"LESU","","Lesquerella subumbellata","USA (CO, UT)","Dicot","Forb/herb","Photo","","","","","",""
"LETE3","","Lesquerella tenella","USA (AZ, CA, NV, UT)","Dicot","Forb/herb","","","","","","",""
"LETH3","","Lesquerella thamnophila","USA (TX)","Dicot","Forb/herb","","","","","","",""
"LETU7","","Lesquerella tuplashensis","USA (WA)","Dicot","Forb/herb","","","","","","",""
"LEUT","","Lesquerella utahensis","USA (UT)","Dicot","Forb/herb","","","","","","",""
"LEVA2","","Lesquerella valida","USA (NM, TX)","Dicot","Forb/herb","Photo","","","","","",""
"LEVI22","","Lesquerella vicina","USA (CO)","Dicot","Forb/herb","","","","","","",""
"LEWA2","","Lesquerella wardii","USA (AZ, UT)","Dicot","Forb/herb","","","","","","",""
"LESSI","","Lessingia","USA (AZ, CA, NV)","Dicot","","","","","","","",""
"LEAR33","","Lessingia arachnoidea","USA (CA)","Dicot","Forb/herb","Photo","","","","","",""
"LEGE","","Lessingia germanorum","USA (CA)","Dicot","Forb/herb","","","","","","",""
"LEGL18","","Lessingia glandulifera","USA (CA)","Dicot","Forb/herb","","","","","","",""
"LEGLG","","Lessingia glandulifera var. glandulifera","USA (CA)","Dicot","Forb/herb","","","","","","",""
"LEGLP","","Lessingia glandulifera var. pectinata","USA (CA)","Dicot","Forb/herb","","","","","","",""
"LEGLT","","Lessingia glandulifera var. tomentosa","USA (CA)","Dicot","Forb/herb","","","","","","",""
"LEHO","","Lessingia hololeuca","USA (CA)","Dicot","Forb/herb","","","","","","",""
"LELE13","","Lessingia lemmonii","USA (AZ, CA, NV)","Dicot","Forb/herb","","","","","","",""
"LELEL","","Lessingia lemmonii var. lemmonii","USA (AZ, CA)","Dicot","Forb/herb","","","","","","",""
"LELEP","","Lessingia lemmonii var. peirsonii","USA (CA, NV)","Dicot","Forb/herb","","","","","","",""
"LELER2","","Lessingia lemmonii var. ramulosissima","USA (CA, NV)","Dicot","Forb/herb","","","","","","",""
"LELE7","","Lessingia leptoclada","USA (CA)","Dicot","Forb/herb","","","","","","",""
"LEMI5","","Lessingia micradenia","USA (CA)","Dicot","Forb/herb","","","","","","",""
"LEMIG","","Lessingia micradenia var. glabrata","USA (CA)","Dicot","Forb/herb","","","","","","",""
"LEMIM","","Lessingia micradenia var. micradenia","USA (CA)","Dicot","Forb/herb","","","","","","",""
"LENA","","Lessingia nana","USA (CA)","Dicot","Forb/herb","","","","","","",""
